Location,House_Type,Contractor,Address,Bedrooms,Bathrooms,Toilets,Parking_Space,Price
Rivers,Terraced duplex,Scalozie Global Services,"Off Peter Odili Road, Port Harcourt, Rivers",4,5,,,65000000
Rivers,Semi duplex,Scalozie Global Services,"Naf Harmony Estate, Eliozu, Port Harcourt, Rivers",4,6,,,260000000
Rivers,Semi duplex,Scalozie Global Services,"Off Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",5,6,6,,5000000000
Rivers,Bungalow,Scalozie Global Services,"Off Okporo Road By Town Hall, Rumuodara, Port Harcourt, Rivers",4,5,5,623,27000000
Rivers,Flat,Scalozie Global Services,"Off Nta/ Choba Road, Rumualogu, Port Harcourt, Rivers",14,25,25,,170000000
Rivers,Terraced duplex,Scalozie Global Services,"Reef Court Estate, Off Peter Odili Road, Elelenwo, Port Harcourt, Rivers",4,4,5,4,78000000
Rivers,Detached duplex,Scalozie Global Services,"New Layout Estate Off Rumuokwurusi Elimgbu Flyover, Port Harcourt, Rivers",5,6,6,,43000000
Rivers,Detached duplex,Scalozie Global Services,"Reef Court Estate By Golf Estate Off Peter Odili Road, Port Harcourt, Rivers",5,6,6,,150000000
Rivers,Detached duplex,Scalozie Global Services,"Power Encounter Off East West Road By Bon Hotel, Rumuodara, Port Harcourt, Rivers",6,7,7,,80000000
Rivers,Semi duplex,Scalozie Global Services,"Ivory Height Estate Off Eliozu Eneka Link Road, Port Harcourt, Rivers",4,5,5,,95000000
Rivers,Flat,Mentom Global Services Limited,"Rumuekini, Port Harcourt, Rivers",3,3,4,5,35000000
Rivers,Bungalow,Oak Properties,"Cornerstone, Off Nta Road, Ozuoba, Port Harcourt, Rivers",3,3,4,3,25000000
Rivers,Detached duplex,Mentom Global Services Limited,"Off Nta Road Ozoba, Port Harcourt, Rivers",4,4,4,3,85000000
Rivers,Flat,Mentom Global Services Limited,"Off Nta Choba Road, Port Harcourt, Rivers",9,9,18,10,200000000
Rivers,Detached duplex,Rosemary Ohwo Realty,"Goldsprings Estate, Eliowhani, Off East West Road, Port Harcourt, Rivers",5,5,6,4,44000000
Rivers,Detached duplex,Rosemary Ohwo Realty,"Gold Springs Estate, Eliowhani, Off East - West Road, Port Harcourt, Rivers",4,4,5,2,38500000
Rivers,Detached duplex,Bluehedge Realtors,"Pearls Gardens Estate, Eneka Link Road, Eliozu, Port Harcourt, Rivers",5,5,6,6,150000000
Rivers,Detached duplex,Bluehedge Realtors,"Shell Cooperative, Port Harcourt, Rivers",4,4,5,,155000000
Rivers,Detached duplex,Mentom Global Services Limited,"By Power Encounter Off East West Road, Rumuodara, Port Harcourt, Rivers",6,6,7,5,80000000
Rivers,Detached duplex,Mentom Global Services Limited,"Shell Cooperative Eliozu, Port Harcourt, Rivers",5,5,5,4,170000000
Rivers,Detached duplex,Mentom Global Services Limited,"Shell Cooperative Off Eliozu Rd Port Harcourt, Port Harcourt, Rivers",6,6,7,4,170000000
Rivers,Flat,Mentom Global Services Limited,"Rumuodara, Port Harcourt, Rivers",6,6,6,4,22000000
Rivers,Flat,Mentom Global Services Limited,"Gra Port Harcourt Phase 4, By Mopol 19, Port Harcourt, Rivers",5,5,6,706,150000000
Rivers,Flat,Mentom Global Services Limited,"New Layout Off Rumuokwurusi Tank, Port Harcourt, Rivers",5,5,6,3,50000000
Rivers,Bungalow,Rosemary Ohwo Realty,"Ekere Street, Brigde Bus Stop, Old Aba Road, Port Harcourt, Rivers",7,7,8,8,160000000
Rivers,Terraced duplex,Chyglosco Homes,"The Pearl Panama Estate,opposite Trans Amadi Gardens,peter Odili, Port Harcourt, Rivers",4,,,,55000000
Rivers,Detached duplex,Bluehedge Realtors,"Naf Harmony Estate , G.u Ake Road, Eliozu, Port Harcourt, Rivers",4,4,5,6,270000000
Rivers,Terraced duplex,Bluehedge Realtors,"New Gra Phase 2, Port Harcourt, Rivers",4,4,5,8,200000000
Rivers,Terraced duplex,Bluehedge Realtors,"New Gra, Port Harcourt, Rivers",4,4,5,4,95000000
Rivers,Detached duplex,Bluehedge Realtors,"Nta Road, Port Harcourt, Rivers",4,4,5,,85000000
Rivers,Flat,Bluehedge Realtors,"Ameachi School Off Obirikwerre Fly Over, Port Harcourt, Rivers",4,4,5,4,37000000
Rivers,Detached duplex,Bluehedge Realtors,"Peace Avenue, Egbelu, Port Harcourt, Rivers",5,5,6,,75000000
Rivers,Detached duplex,Bluehedge Realtors,"New Gra, Port Harcourt, Rivers",4,4,5,6,220000000
Rivers,Bungalow,Bluehedge Realtors,"Nta Road, Port Harcourt, Rivers",4,4,5,,35000000
Rivers,Detached duplex,Bluehedge Realtors,"Elelenwo, Port Harcourt, Rivers",4,4,5,,70000000
Rivers,Detached duplex,Bluehedge Realtors,"Eliozu, Port Harcourt, Rivers",5,5,7,5,150000000
Rivers,Terraced duplex,Chyglosco Homes,"The Orion, Circular Road, Peter Odili, Port Harcourt, Rivers",4,,,,55000000
Rivers,Flat,Aito Properties Ltd,"Ozuoba, Port Harcourt, Rivers",18,18,28,675,68000000
Rivers,Terraced duplex,Gui Integrated Concept Ltd,"Vintage Garden, Nigeria Force Foundation Harmony Estate, Port Harcourt, Rivers",4,4,5,,75000000
Rivers,Detached duplex,Gerrymandy Realtors,"Gold Spring Estate, Ordu Street Off East West Road, Port Harcourt, Rivers",5,5,6,2,120000000
Rivers,Detached duplex,Gerrymandy Realtors,"Gold Spring Estate, Ordu Street Eliohwani, Off East West Road, Port Harcourt, Rivers",5,5,6,2,95000000
Rivers,Detached duplex,Gerrymandy Realtors,"Gold Spring Estate Ordu Street Eliowhani, Off East West Road, Port Harcourt, Rivers",4,4,5,2,80000000
Rivers,Detached duplex,Bluehedge Realtors,"Naf Harmony Estate /eliozu, Port Harcourt, Rivers",6,6,7,4,250000000
Rivers,Detached duplex,Ascsl,"Ohiamini Street, GRA Phase 3, Port Harcourt, Rivers",10,10,13,10,100000000
Rivers,Terraced duplex,Gui Integrated Concept Limited,"Vintage Garden, Nigeria Force Foundation Harmony Estate, Port Harcourt, Rivers",4,4,5,,75000000
Rivers,Detached duplex,Aito Properties Ltd,"Nta Road, Port Harcourt, Rivers",4,4,5,10,85000000
Rivers,Flat,Aito Properties Ltd,"Eneka, Port Harcourt, Rivers",10,10,14,20,80000000
Rivers,Bungalow,Aito Properties Ltd,"Ozuoba, Port Harcourt, Rivers",3,3,4,4,21000000
Rivers,Detached duplex,Aito Properties Ltd,"Ada George Road, Rumuokwuota, Port Harcourt, Rivers",7,7,8,10,170000000
Rivers,Flat,Aito Properties Ltd,"Ozuoba, Port Harcourt, Rivers",1744,,,,85000000
Rivers,Detached duplex,Aito Properties Ltd,"Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,4,5,8,155000000
Rivers,Detached duplex,Aito Properties Ltd,"Shell Cooperative Estate, Eneka, Port Harcourt, Rivers",4,4,5,8,110000000
Rivers,Detached duplex,Aito Properties Ltd,"Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,4,5,8,130000000
Rivers,1Semi duplex,Aito Properties Ltd,"Nta Road, Port Harcourt, Rivers",13,13,17,6,200000000
Rivers,Detached duplex,Aito Properties Ltd,"Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",5,5,6,10,155000000
Rivers,Detached duplex,Aito Properties Ltd,"Power Encounter, East West Road, Rumuodara, Port Harcourt, Rivers",7,7,8,20,85000000
Rivers,Detached duplex,Aito Properties Ltd,"Rukpokwu, Port Harcourt, Rivers",5,5,6,5,60000000
Rivers,Flat,Aito Properties Ltd,"Mandela Estate, Sars Road, Port Harcourt, Rivers",16,930,,,145000000
Rivers,Bungalow,Aito Properties Ltd,"Amaechi School Road, Rumuosi, Port Harcourt, Rivers",2,3,3,5,22000000
Rivers,Detached duplex,Aito Properties Ltd,"Gold Spring Estate, Port Harcourt, Rivers",5,5,6,3,55000000
Rivers,Detached duplex,Aito Properties Ltd,"Cornerstone, Nta Road, Port Harcourt, Rivers",5,5,6,8,80000000
Rivers,Bungalow,Aito Properties Ltd,"Rumuagholu, Port Harcourt, Rivers",3,3,4,6,29000000
Rivers,Flat,Aito Properties Ltd,"Nta Road, Ozuoba, Port Harcourt, Rivers",4,4,6,8,30000000
Rivers,Detached duplex,Aito Properties Ltd,"Rukpokwu, Port Harcourt, Rivers",6,6,6,10,68000000
Rivers,Flat,Aito Properties Ltd,"GRA Phase 3, Port Harcourt, Rivers",2,2,3,3,35000000
Rivers,Detached duplex,Aito Properties Ltd,"Reserve Golf Estate, Trans Amadi, Port Harcourt, Rivers",4,4,5,8,85000000
Rivers,Detached duplex,Aito Properties Ltd,"Nta Road, Port Harcourt, Rivers",4,4,5,10,80000000
Rivers,Detached duplex,Aito Properties Ltd,"Shell Cooperative Estate, Eneka, Port Harcourt, Rivers",6,6,7,10,155000000
Rivers,Flat,Aito Properties Ltd,"Rumualogu, Nta Road, Port Harcourt, Rivers",14,14,24,647,190000000
Rivers,Detached duplex,Aito Properties Ltd,"Reef Court Estate, Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,5,5,4,150000000
Rivers,Bungalow,Aito Properties Ltd,"Cornerstone, Nta Road, Port Harcourt, Rivers",4,4,5,6,30000000
Rivers,Detached duplex,Aito Properties Ltd,"Sars Road, Rukpokwu, Port Harcourt, Rivers",5,5,6,8,50000000
Rivers,Terraced duplex,Aito Properties Ltd,"Apara Link Road, Port Harcourt, Rivers",8,8,12,20,100000000
Rivers,Bungalow,Aito Properties Ltd,"Eneka, Port Harcourt, Rivers",4,4,5,8,36000000
Rivers,Detached duplex,Aito Properties Ltd,"Gold Spring Estate, Port Harcourt, Rivers",5,5,6,3,44000000
Rivers,Detached duplex,Aito Properties Ltd,"Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,4,5,8,120000000
Rivers,Detached duplex,Bluehedge Realtors,"Naf Harmony Estate, Eliozu, Port Harcourt, Rivers",5,5,6,5,250000000
Rivers,Detached duplex,Bluehedge Realtors,"Peter Odili Road, Port Harcourt, Rivers",4,4,5,,155000000
Rivers,Detached duplex,Bluehedge Realtors,"Peter Odili Road, Port Harcourt, Rivers",4,4,5,6,130000000
Rivers,Detached duplex,Bluehedge Realtors,"Woji, Port Harcourt, Rivers",5,5,6,,90000000
Rivers,Detached duplex,Eduphil Properties,"Odili Road, Trans Amadi, Port Harcourt, Rivers",4,5,5,4,140000000
Rivers,Detached duplex,Bluehedge Realtors,"Woji, Port Harcourt, Rivers",6,6,7,,130000000
Rivers,Bungalow,Rosemary Ohwo Realty,"Doxa Estate, Peter Odili Rd, Port Harcourt, Rivers",3,3,4,4,45000000
Rivers,Terraced duplex,Rosemary Ohwo Realty,"Circular Road Peter Odili, Trans Amadi, Port Harcourt, Rivers",4,4,5,4,55000000
Rivers,Bungalow,Bluehedge Realtors,"Nvigwe, Woji, Port Harcourt, Rivers",4,4,5,8,50000000
Rivers,Bungalow,Don m Realtors,"Off Nta, Port Harcourt, Rivers",4,4,5,5,35000000
Rivers,Detached duplex,Don m Realtors,"At Eagle Island, Agip, Port Harcourt, Rivers",5,5,5,4,40000000
Rivers,Flat,Ade Afolabi & Associates,"Areta Layout, Back Of Nnpc Quarters, Rumuokwurusi, Port Harcourt, Rivers",2088,,,,100000000
Rivers,Terraced duplex,Scalozie Global Services,"Port Harcourt, Rivers",4,5,,,70000000
Rivers,Detached duplex,Scalozie Global Services,"Naf Harmony Estate, Off Eliozu Airport Link Road, Port Harcourt, Rivers",4,5,5,600,200000000
Rivers,Terraced duplex,Scalozie Global Services,"Peter Odili Road, Port Harcourt, Rivers",4,5,,,50000000
Rivers,Detached duplex,Scalozie Global Services,"Hill View Cocaine Estate, Rumuogba, Port Harcourt, Rivers",6,7,7,,150000000
Rivers,Semi duplex,Scalozie Global Services,"Reserve Estate, Off Peter Odili Road, Port Harcourt, Rivers",4,5,5,325,90000000
Rivers,Detached duplex,Scalozie Global Services,"Ivory Height Estate By Shell Corporative Estate Off G U Akeh Road, Eliozu, Port Harcourt, Rivers",9,10,10,685,150000000
Rivers,Bungalow,Scalozie Global Services,"Alode, Eleme, Rivers",6,6,7,,28000000
Rivers,Detached duplex,Scalozie Global Services,"Mopol 19 Close R/s House Of Assembly Quarters Gra, Port Harcourt, Rivers",5,5,6,706,140000000
Rivers,Detached duplex,Scalozie Global Services,"Royal Avenue Estate Off Peter Odili Road, Port Harcourt, Rivers",5,4,6,,120000000
Rivers,Terraced duplex,Scalozie Global Services,"Naf Harmony Estate Off G U Akeh Road Air Force Eliozu Link Road, Port Harcourt, Rivers",3,4,,,75000000
Rivers,Detached duplex,Scalozie Global Services,"Shell Co-operative Estate, Off G U Akeh Road, Eliozu, Port Harcourt, Rivers",6,6,7,,160000000
Rivers,Detached duplex,Don m Realtors,"Trans Amadi, Port Harcourt, Rivers",5,5,5,,4500000000
Rivers,Detached duplex,Obum Okoli & Partners,"Off Nta / Off Ada George Road, Port Harcourt, Rivers",5,5,6,5,37000000
Rivers,Detached duplex,Aito Properties Ltd,"Elelenwo, Port Harcourt, Rivers",4,4,5,8,68000000
Rivers,Flat,Aito Properties Ltd,"Elelenwo, Port Harcourt, Rivers",10,10,14,470,60000000
Rivers,Flat,Aito Properties Ltd,"Ozuoba, Port Harcourt, Rivers",8,8,11,10,43000000
Rivers,Detached duplex,Aito Properties Ltd,"Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",5,5,6,10,100000000
Rivers,Flat,Aito Properties Ltd,"Clitter Avenue, Rumuokoro, Port Harcourt, Rivers",5,5,7,8,23000000
Rivers,Detached duplex,Aito Properties Ltd,"Ozuoba, Port Harcourt, Rivers",5,5,6,6,28000000
Rivers,Flat,Aito Properties Ltd,"Eneka Road, Rukpokwu, Port Harcourt, Rivers",10,933,,,60000000
Rivers,Bungalow,Oak Properties,"By Obiri Ikwerre, Ozuoba, Port Harcourt, Rivers",3,3,4,3,45000000
Rivers,Detached duplex,Oak Properties,"Golf Reserve Estate, Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,4,5,4,85000000
Rivers,Bungalow,Alnorac,"Off Sars Road, Rumuoghalu, Port Harcourt, Rivers",4,4,5,,35000000
Rivers,Detached duplex,Aito Properties Ltd,"Shell Cooperative Estate, Eneka, Port Harcourt, Rivers",4,4,5,6,55000000
Rivers,Flat,Aito Properties Ltd,"Sars Road, Rukpokwu, Port Harcourt, Rivers",8,8,9,10,50000000
Rivers,Flat,Bluehedge Realtors,"Odani Green City Estate, Elelenwon, Port Harcourt, Rivers",2,2,3,6,25000000
Rivers,Detached duplex,Bluehedge Realtors,"Off Peter Odili Road, Port Harcourt, Rivers",4,4,5,4,70000000
Rivers,Detached duplex,Rosemary Ohwo Realty,"Illom, Woji, Port Harcourt, Rivers",5,5,6,9,120000000
Rivers,Flat,Ph Houses,"Okporo Road, Rumuodara, Port Harcourt, Rivers",10,10,486,,120000000
Rivers,Detached duplex,Bluehedge Realtors,"Nvigwe Estate, Woji, Port Harcourt, Rivers",4,4,5,4,75000000
Rivers,Detached duplex,Life Hedge Resources,"Off Nta Road, Rumueprikom, Port Harcourt, Rivers",4,4,5,6,85000000
Rivers,Bungalow,Oak Properties,"Rukpokwu, Port Harcourt, Rivers",4,4,5,465,28000000
Rivers,Detached duplex,Scalozie Global Services,"Reef Court Estate, Off Peter Odili Road, Port Harcourt, Rivers",4,5,465,,150000000
Rivers,Detached duplex,Scalozie Global Services,"Off Peter Odili Road, Port Harcourt, Rivers",5,6,,,170000000
Rivers,Terraced duplex,Life Hedge Resources,"Reef Court Estate Off Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,4,5,4,85000000
Rivers,Detached duplex,Oak Properties,"New Road, Ada George, Port Harcourt, Rivers",5,5,6,3,45000000
Rivers,Flat,Obum Okoli & Partners,"Odani Green City Estate, Elelenwo, Port Harcourt, Rivers",5,5,7,5,40000000
Rivers,Flat,Aito Properties Ltd,"Igwuruta, Ikwerre, Rivers",7,6,6,7,22000000
Rivers,Detached duplex,Aito Properties Ltd,"Rukpokwu, Port Harcourt, Rivers",6,6,6,15,75000000
Rivers,Flat,Aito Properties Ltd,"Mercy Land, East West Road, Rumuigbo, Port Harcourt, Rivers",930,,,,50000000
Rivers,Bungalow,Aito Properties Ltd,"St John's, Iwofe Off Ada George Road, Rumueprikom, Port Harcourt, Rivers",3,3,4,4,35000000
Rivers,Detached duplex,Bluehedge Realtors,"New Gra, Port Harcourt, Rivers",8,8,9,10,800000000
Rivers,Flat,Bluehedge Realtors,"Eeast West Road / Ameachi Sch Road, Port Harcourt, Rivers",2,2,3,8,50000000
Rivers,Detached duplex,Bluehedge Realtors,"Naf Harmony Estate/ Eliozu, Port Harcourt, Rivers",6,6,7,6,270000000
Rivers,Bungalow,Bluehedge Realtors,"Conerstone Uzuoba, Off Nta Road, Port Harcourt, Rivers",3,4,4,4,35000000
Rivers,Detached duplex,Obum Okoli & Partners,"At Freedom Estate Off Sars Road, Port Harcourt, Rivers",4,4,5,4,37000000
Rivers,Bungalow,Scalozie Global Services,"Eneka Road, Rukpokwu, Port Harcourt, Rivers",5,5,,,9000000
Rivers,Detached duplex,Aito Properties Ltd,"Sars Road, Rumuahalu, Port Harcourt, Rivers",6,6,7,6,43000000
Rivers,Detached duplex,Probity,"Odili Road, Trans Amadi, Port Harcourt, Rivers",5,5,6,10,180000000
Rivers,Detached duplex,Mentom Global Services Limited,"Reserve Estate, Off Peter Odili Road, Port Harcourt, Rivers",4,4,5,3,85000000
Rivers,Detached duplex,Rosemary Ohwo Realty,"Odaranwere Str, The Tarred Street Opposite Laritel Hotel Off Nta Road,, Port Harcourt, Rivers",5,5,6,6,40000000
Rivers,Detached duplex,Bluehedge Realtors,"Gbalajam Phase 1, Port Harcourt, Rivers",4,4,5,6,100000000
Rivers,Flat,Unita Professional Services,"House 10 B Close Federal Housing Authority Transamadi Road, Port Harcourt, Rivers",5,5,6,8,140000000
Rivers,Detached duplex,Mentom Global Services Limited,"Iwofe Road, Port Harcourt, Rivers",3,3,4,5,75000000
Rivers,Detached duplex,Bluehedge Realtors,"Rumuibekwe Housing Estate, Port Harcourt, Rivers",5,5,6,4,80000000
Rivers,Terraced duplex,Bluehedge Realtors,"Peter Odili Road, Port Harcourt, Rivers",4,4,5,3,72000000
Rivers,Flat,Donhilz Global Service,"Tmc Mini Estate, Abuloma, Port Harcourt, Rivers",4,5,15,,500000000
Rivers,Semi duplex,Scalozie Global Services,"Naf Harmony Estate Off Air Force/eliozu Road, Eliozu, Port Harcourt, Rivers",4,4,5,,80000000
Rivers,Bungalow,Aito Properties Ltd,"Rumuahalu, Port Harcourt, Rivers",4,4,5,8,45000000
Rivers,Detached duplex,Aito Properties Ltd,"Rumuodara, Port Harcourt, Rivers",6,6,8,10,65000000
Rivers,Flat,Aito Properties Ltd,"Nta Road, Rumuokwuota, Port Harcourt, Rivers",6,6,9,6,25000000
Rivers,Detached duplex,Oak Properties,"Off Chief G.u Ake Road, Naf Harmony Estate, Eliozu, Port Harcourt, Rivers",4,4,5,4,220000000
Rivers,Flat,Obum Okoli & Partners,"At Naf Harmony Estate, Port Harcourt, Rivers",5,6,6,8,200000000
Rivers,Detached duplex,Oak Properties,"Somitel Estate, Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",6,6,7,7,210000000
Rivers,Detached duplex,Life Hedge Resources,"Golf Estate, Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,4,5,6,150000000
Rivers,Bungalow,Aito Properties Ltd,"Aker Road / Iwofe Road, Rumueprikom, Port Harcourt, Rivers",5,5,6,10,45000000
Rivers,Detached duplex,Life Hedge Resources,"Off Alcon Road, Woji, Port Harcourt, Rivers",5,5,6,7,90000000
Rivers,Bungalow,Mentom Global Services Limited,"Woji, Port Harcourt, Rivers",4,4,6,,70000000
Rivers,Detached duplex,Odinga E Property Ltd,"Peter Odili Road, Royal Palm Estate, Port Harcourt, Rivers",5,6,6,13,200000000
Rivers,Detached duplex,Aito Properties Ltd,"Cocaine Village, Artillery, Rumuogba, Port Harcourt, Rivers",6,7,7,8,165000000
Rivers,Detached duplex,Life Hedge Resources,"Reef Court Estate Off Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",5,6,7,5,150000000
Rivers,Detached duplex,Alnorac,"Adageorge Road, Port Harcourt, Rivers",5,5,6,,70000000
Rivers,Flat,Scalozie Global Services,"Off Eliozu Oroigwe Road, Rumuewhara, Port Harcourt, Rivers",,,,,45000000
Rivers,Terraced duplex,Bluehedge Realtors,"Peter Odili Road, Port Harcourt, Rivers",3,3,4,2,60000000
Rivers,Detached duplex,Bluehedge Realtors,"Woji Estate, Port Harcourt, Rivers",5,5,6,4,75000000
Rivers,Flat,Bluehedge Realtors,"Off Iwofe Road, Port Harcourt, Rivers",2,2,3,10,200000000
Rivers,Detached duplex,Odinga E Property Ltd,"Centenary Gardens Estate Eneka, Port Harcourt, Rivers",5,6,6,7,110000000
Rivers,Detached duplex,Bluehedge Realtors,"Naf Harmony Estate, Eliozu, Port Harcourt, Rivers",4,4,5,6,145000000
Rivers,Detached duplex,Aito Properties Ltd,"GRA Phase 3, Port Harcourt, Rivers",5,7,10,706,145000000
Rivers,Bungalow,Life Hedge Resources,"Elioparonwo Road Off Ada George, Rumueme, Port Harcourt, Rivers",4,4,5,8,45000000
Rivers,Detached duplex,Bluehedge Realtors,"Off Chinda/ Adageorge, Port Harcourt, Rivers",5,5,6,6,85000000
Rivers,Detached duplex,Life Hedge Resources,"Somitel Estate, Trans Amadi, Port Harcourt, Rivers",5,5,6,8,180000000
Rivers,Detached duplex,Scalozie Global Services,"Golf Estate Off Peter Odili Road, Port Harcourt, Rivers",5,5,4,,150000000
Rivers,Flat,Scalozie Global Services,"Timothy Lane, Rumuola, Port Harcourt, Rivers",,,,,220000000
Rivers,Detached duplex,Life Hedge Resources,"Gra Phase 8, Rukpakwurusi New Layout, Rukpakulusi, Port Harcourt, Rivers",5,5,6,6,180000000
Rivers,Flat,Jide Taiwo And Co.,"Royal Avenue, Peter Odilli, Port Harcourt, Rivers",5,,,,270000000
Rivers,Detached duplex,Life Hedge Resources,"Golf Estate, Off Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,4,5,6,150000000
Rivers,Detached duplex,Life Hedge Resources,"Shell Cooperative Estate, Eliozu, Port Harcourt, Rivers",6,6,7,8,170000000
Rivers,Bungalow,Universal Prosperity Titles And Services Ltd,"Station Road, Elelenwo, Port Harcourt, Rivers",3,,,,42000000
Rivers,Detached duplex,,"Rumuagholu/rumuokoro Just By The Road., Port Harcourt, Rivers",5,5,6,3,40000000
Rivers,Bungalow,Aito Properties Ltd,"Off Okporo Road, Rumuodara, Port Harcourt, Rivers",4,4,5,4,25000000
Rivers,Detached duplex,Bluehedge Realtors,"Shell Cooperative, Eneka Link Road, Port Harcourt, Rivers",5,5,6,,160000000
Rivers,Semi duplex,Shubby Lanchie Ventures,"Chevron, Eleme, Rivers",4,4,5,3,90000000
Rivers,Detached duplex,Bluehedge Realtors,"Peter Odili Road, Port Harcourt, Rivers",4,4,5,,140000000
Rivers,Detached duplex,Bluehedge Realtors,"Reef Court Estate, Trans Amadi, Port Harcourt, Rivers",5,6,,,150000000
Rivers,Bungalow,Bluehedge Realtors,"Off Rumuokwurusi Road, Eneka, Port Harcourt, Rivers",4,4,5,,36000000
Rivers,Detached duplex,Eduphil Properties,"Shell Cooperative Estate Off G U Akeh Road, Eneka, Port Harcourt, Rivers",4,4,5,5,160000000
Rivers,Bungalow,Bluehedge Realtors,"Amaechi School Road, Rumuosi, Port Harcourt, Rivers",2,2,3,,22000000
Rivers,Bungalow,Eduphil Properties,"Tammy Martins City Estate Odili Road, Trans Amadi, Port Harcourt, Rivers",4,4,4,5,50000000
Rivers,Detached duplex,Kristas Properties,"Eli Jiji, Woji, Port Harcourt, Rivers",4,5,5,4,43000000
Rivers,Bungalow,Obum Okoli & Partners,"Off Stadium Road, Port Harcourt, Rivers",3,3,4,6,58000000
Rivers,Detached duplex,Menlet Properties,"Off Abacha Road, GRA Phase 2, Port Harcourt, Rivers",10,11,12,5000,2000000000
Rivers,Bungalow,Bluehedge Realtors,"Off Redeemed Camp, Rukpokwu, Port Harcourt, Rivers",2,2,2,2,10000000
Rivers,Detached duplex,Bluehedge Realtors,"Elimgbu, Port Harcourt, Rivers",7,7,7,5,120000000
Rivers,Terraced duplex,Oak Properties,"Suncity Estate, Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",4,4,5,,90000000
Rivers,Detached duplex,Bluehedge Realtors,"Rukpokwu, Port Harcourt, Rivers",5,5,6,,60000000
Rivers,Bungalow,U.c.onukafor Integrated Services,"Off Eze Toa Ejekwu Road, Stream View Estate, Atali, Port Harcourt, Rivers",3,3,4,1,16000000
Rivers,Detached duplex,Ibcool_property_consult,"By Nta Road, Port Harcourt, Rivers",4,5,5,,84000000
