House Title,House Subtitle,Contractor,Address,Phone Number,Amount,Bedrooms,Bathrooms,Toilets,Parking Space,Link
Luxuriously Finished 5 Bedroom Detached Duplex With Swimming Pool,5 bedroom detached duplex for sale,Life Hedge Resources,"Shell Cooperative Estate, Eliozu, Port Harcourt, Rivers",08057258957,"₦120,000,000",5,5,6,6,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/eliozu/1312460-luxuriously-finished-5-bedroom-detached-duplex-with-swimming-pool
Well Located And Durably Built 5 Bedroom Detached Duplex With Bq,5 bedroom detached duplex for sale,Bluehedge Realtors,"Treasure Estate Rumuodara East West Road, Port Harcourt, Rivers",+2348177766119,"₦45,000,000",5,5,6,6,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1276464-well-located-and-durably-built-5-bedroom-detached-duplex-with-bq
Brand New And Standard Semi-detached Bungalow,3 bedroom semi-detached bungalow for sale,Bluehedge Realtors,"Rukpokwu, Port Harcourt, Rivers",+2348177766119,"₦40,000,000",3,3,4,465,https:/for-sale/houses/semi-detached-bungalows/rivers/port-harcourt/rukpokwu/1307295-brand-new-and-standard-semi-detached-bungalow
Well Located And Durably Built 2 Bedroom Block Of Flats,2 bedroom block of flats for sale,Bluehedge Realtors,"Farm Road 2, Eliozu, Port Harcourt, Rivers",+2348177766119,"₦30,000,000",2,2,3,4,https:/for-sale/houses/block-of-flats/rivers/port-harcourt/eliozu/1306385-well-located-and-durably-built-2-bedroom-block-of-flats
Exquisitely Finished 4 Bedroom Bungalow,4 bedroom detached bungalow for sale,Bluehedge Realtors,"Woji Estate, Port Harcourt, Rivers",+2348177766119,"₦25,000,000",4,4,5,3,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1306371-exquisitely-finished-4-bedroom-bungalow
Executive And Luxuriously Finished 4 Bedroom Detached Duplex With Bq,4 bedroom detached duplex for sale,Life Hedge Resources,"Golf Reserve Estate, Trans Amadi, Port Harcourt, Rivers",08057258957,"₦120,000,000",4,4,5,5,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/trans-amadi/1305366-executive-and-luxuriously-finished-4-bedroom-detached-duplex-with-bq
Magnificient And Exquisitely Finished 4 Bedroom Detached Duplex,4 bedroom detached duplex for sale,Bluehedge Realtors,"Nvuigwe, Woji Estate, Port Harcourt, Rivers",+2348177766119,"₦70,000,000",4,4,5,6,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1299486-magnificient-and-exquisitely-finished-4-bedroom-detached-duplex
Beautiful Estate With A Basket Ball Court & Swimming Pool,5 bedroom detached duplex for sale,Oak Properties,"Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",08063105936,"₦5,500,000,000",5,6,"16,200",,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/trans-amadi/1288785-beautiful-estate-with-a-basket-ball-court-swimming-pool
Brand New & Exqusitely Finished 4 Bedroom Detached Duplex,4 bedroom detached duplex for sale,Bluehedge Realtors,"Woji, Port Harcourt, Rivers",+2348177766119,"₦100,000,000",4,4,5,465,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/woji/1117109-brand-new-exqusitely-finished-4-bedroom-detached-duplex
A Magnificent And Durably Built 5 Bedroom Detached Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"Farm Road Eliihani, Rumuodara, Port Harcourt, Rivers",+2348177766119,"₦80,000,000",5,6,6,6,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/rumuodara/1237544-a-magnificent-and-durably-built-5-bedroom-detached-duplex
Magnificient And Durably Built 5 Bedroom Detached Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"Alpha Garden Estate, Akpajo/ Elelenwon, Port Harcourt, Rivers",+2348177766119,"₦85,000,000",5,5,6,10,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1226045-magnificient-and-durably-built-5-bedroom-detached-duplex
Exotic And Magnificent 5 Bedroom Detached Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"Shell Cooperative, Eliozu, Port Harcourt, Rivers",+2348177766119,"₦150,000,000",5,5,6,4,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/eliozu/1238468-exotic-and-magnificent-5-bedroom-detached-duplex
Durably Built 5 Bedroom Detached Bungalow,5 bedroom detached bungalow for sale,Bluehedge Realtors,"Eliminigwe Estate/ Elelenwon, Port Harcourt, Rivers",+2348177766119,"₦27,000,000",5,5,6,4,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1240677-durably-built-5-bedroom-detached-bungalow
Luxurious And Tastefully Finished 6 Bedroom Bungalow,6 bedroom detached bungalow for sale,Bluehedge Realtors,"Eleme, Port Harcourt, Rivers",+2348177766119,"₦35,000,000",6,6,7,6,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1251286-luxurious-and-tastefully-finished-6-bedroom-bungalow
A 4 Bedroom Duplex With 1 Room Bq Inbuilt And Study Room,4 bedroom detached duplex for sale,Obomese Global Properties,"Off G U Ake Road By Farm Road, Eliozu, Port Harcourt, Rivers",07060682678,"₦75,000,000",4,5,5,6,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/eliozu/1285133-a-4-bedroom-duplex-with-1-room-bq-inbuilt-and-study-room
"2 Units Of 1bedroom Flat, 6 Units Of Self-contained On 1 Plot",Block of flats for sale,Alo Support Services,"Rukpokwu, Port Harcourt, Rivers",07064280601,"₦12,000,000",,,,,https:/for-sale/houses/block-of-flats/rivers/port-harcourt/rukpokwu/1281139-2-units-of-1bedroom-flat-6-units-of-self-contained-on-1-plot
Luxuriously Finished Finished 3 Bedroom Bungalow,3 bedroom detached bungalow for sale,Life Hedge Resources,"Mviugwe Estate Off Alcon Road,, Woji, Port Harcourt, Rivers",08057258957,"₦35,000,000",3,3,4,6,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/woji/1279910-luxuriously-finished-finished-3-bedroom-bungalow
Brand New 7 Units Of 3 Bedroom Terrace Houses,3 bedroom terraced duplex for sale,Life Hedge Resources,"Shell Cooperative Estate, Eliozu, Port Harcourt, Rivers",08057258957,"₦280,000,000",3,3,4,12,https:/for-sale/houses/terraced-duplexes/rivers/port-harcourt/eliozu/1278879-brand-new-7-units-of-3-bedroom-terrace-houses
Magnificent And Tastefully Finished Five (5) Bedroom Duplex With Bq,5 bedroom detached duplex for sale,Bluehedge Realtors,"Parker Crescent Rumuibekwe Housing Estate, Rumuibekwe, Port Harcourt, Rivers",+2348177766119,"₦60,000,000",5,7,7,5,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/rumuibekwe/1271147-magnificent-and-tastefully-finished-five-5-bedroom-duplex-with-bq
Contemporary And Luxuy Finished 5 Bedroom Detached Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",+2348177766119,"₦180,000,000",5,5,6,9,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/trans-amadi/1271646-contemporary-and-luxuy-finished-5-bedroom-detached-duplex
"Units Of Beautiful 3, 2 And 1 Bedroom Flats On 1 1/4plots",Block of flats for sale,Alo Support Services,"Old Refinery Road, Elelenwo, Port Harcourt, Rivers",07064280601,"₦23,000,000",,,,,https:/for-sale/houses/block-of-flats/rivers/port-harcourt/elelenwo/1261869-units-of-beautiful-3-2-and-1-bedroom-flats-on-1-14plots
Magnificient And Tastefully Finished 5 Bedroom Detached Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"Mgbuesilaru/ Off East West Road, Port Harcourt, Rivers",+2348177766119,"₦65,000,000",5,5,6,6,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1255710-magnificient-and-tastefully-finished-5-bedroom-detached-duplex
Exquisitely And Tastefully Finished 3 Bedrooms Terraced Duplex,3 bedroom terraced duplex for sale,Bluehedge Realtors,"Naf Harmony Estate G.u. Ake Road., Eliozu, Port Harcourt, Rivers",+2348177766119,"₦115,000,000",3,3,3,3,https:/for-sale/houses/terraced-duplexes/rivers/port-harcourt/eliozu/1108561-exquisitely-and-tastefully-finished-3-bedrooms-terraced-duplex
Exquisitely Finished And Durably Built Blocks Of Flats,2 bedroom detached bungalow for sale,Bluehedge Realtors,"Rukpokwu, Elikpokpodu By Big Tree, Port Harcourt, Rivers",+2348177766119,"₦18,000,000",2,2,3,5,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1139570-exquisitely-finished-and-durably-built-blocks-of-flats
Exquisitely Finished 3 Bedroom Detached Bungalow With Bq,3 bedroom detached bungalow for sale,Bluehedge Realtors,"Rumukwachi Off Nta/uzuoba Road, Port Harcourt, Rivers",+2348177766119,"₦22,000,000",3,2,3,500,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1142820-exquisitely-finished-3-bedroom-detached-bungalow-with-bq
Luxurious And Magnificent 5 Bedroom Detached Duplex With Bq,5 bedroom detached duplex for sale,Bluehedge Realtors,"Old Gra, Port Harcourt, Rivers",+2348177766119,"₦650,000,000",5,5,6,8,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1154214-luxurious-and-magnificent-5-bedroom-detached-duplex-with-bq
Luxurious And Exquisitely Finished 5 Bedroom Detached Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"Off Transamadi Road, Port Harcourt, Rivers",+2348177766119,"₦4,000,000,000",5,5,6,2,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1172432-luxurious-and-exquisitely-finished-5-bedroom-detached-duplex
Magnificent And Luxuriosly Finished Five (5) Bedroom Detached Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"Sars Road, Rukpokwu, Port Harcourt, Rivers",+2348177766119,"₦120,000,000",5,5,6,6,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/rukpokwu/1157959-magnificent-and-luxuriosly-finished-five-5-bedroom-detached-duplex
Well Located And Durably Built 5 Bedroom Detached Bungalow,5 bedroom detached bungalow for sale,Bluehedge Realtors,"Tmc Estate Abuloma, Port Harcourt, Rivers",+2348177766119,"₦40,000,000",5,5,6,3,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1202745-well-located-and-durably-built-5-bedroom-detached-bungalow
Elegant And Well Finished Five (5) Bedroom Detached Duplex With Bq,5 bedroom detached duplex for sale,Bluehedge Realtors,"Naf Harmony Estate, Eliozu, Port Harcourt, Rivers",+2348177766119,"₦200,000,000",5,5,6,6,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/eliozu/1237694-elegant-and-well-finished-five-5-bedroom-detached-duplex-with-bq
Magnificient And Well Located Terrace Duplex,4 bedroom terraced duplex for sale,Bluehedge Realtors,"Shell Cooperative, Eliozu, Port Harcourt, Rivers",+2348177766119,"₦60,000,000",4,5,,,https:/for-sale/houses/terraced-duplexes/rivers/port-harcourt/eliozu/1237687-magnificient-and-well-located-terrace-duplex
Fully Furnished 4 Bedroom Detached Duplex With Units Of Shops & Offices,4 bedroom detached duplex for sale,Property Hub- Estate Surveyor/real Estate Consultant,"Trans Amadi, Port Harcourt, Rivers",08056475988,"₦160,000,000",4,,,,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/trans-amadi/1237404-fully-furnished-4-bedroom-detached-duplex-with-units-of-shops-offices
Luxuriously Finished 5 Bedroom Detached Duplex,5 bedroom detached duplex for sale,Life Hedge Resources,"Farm Road 2, Eliozu, Port Harcourt, Rivers",08057258957,"₦110,000,000",5,5,6,6,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/eliozu/1232726-luxuriously-finished-5-bedroom-detached-duplex
Magnificently Finished 5 Bedroom Terrace House With C Of O,5 bedroom terraced duplex for sale,Life Hedge Resources,"Rumuibekwe, Port Harcourt, Rivers",08057258957,"₦80,000,000",5,5,6,6,https:/for-sale/houses/terraced-duplexes/rivers/port-harcourt/rumuibekwe/1232718-magnificently-finished-5-bedroom-terrace-house-with-c-of-o
Magnificient 4 Units Of 2 Bedroom Block Of Flats,Block of flats for sale,Bluehedge Realtors,"Victory Estate, Elelenwo, Port Harcourt, Rivers",+2348177766119,"₦85,000,000",,,,,https:/for-sale/houses/block-of-flats/rivers/port-harcourt/elelenwo/1232493-magnificient-4-units-of-2-bedroom-block-of-flats
Luxurious And Tastefully Finished 4 Bedroom Detached Bungalow,4 bedroom detached bungalow for sale,Bluehedge Realtors,"Rumuigbo, Port Harcourt, Rivers",+2348177766119,"₦50,000,000",4,4,5,6,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1230069-luxurious-and-tastefully-finished-4-bedroom-detached-bungalow
Newly Built 5 Bedrooms Duplex,5 bedroom detached duplex for sale,Odinga E Property Ltd,"Off Sars Road, Rukpokwu, Port Harcourt, Rivers",08032662547,"₦85,000,000",5,6,6,6,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/rukpokwu/1221482-newly-built-5-bedrooms-duplex
Exquisitely Finished And Durably Built 5 Bedroom Detached Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"Agip Federal Housing Estate, Port Harcourt, Rivers",+2348177766119,"₦38,000,000",5,5,6,3,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1221700-exquisitely-finished-and-durably-built-5-bedroom-detached-duplex
Luxurious And Tastefully Finished 3 Bedroom Terrace Duplex With Bq.,3 bedroom terraced duplex for sale,Bluehedge Realtors,"Naf Harmony Estate, G.u. Ake Road., Port Harcourt, Rivers",+2348177766119,"₦100,000,000",3,3,3,4,https:/for-sale/houses/terraced-duplexes/rivers/port-harcourt/1108547-luxurious-and-tastefully-finished-3-bedroom-terrace-duplex-with-bq
Well Located And Beautifully Finished 4 Bedroom Semi-detached Duplex,4 bedroom semi-detached duplex for sale,Bluehedge Realtors,"Tombia Extension, GRA Phase 3, Port Harcourt, Rivers",+2348177766119,"₦120,000,000",4,5,5,4,https:/for-sale/houses/semi-detached-duplexes/rivers/port-harcourt/gra-phase-3/1110195-well-located-and-beautifully-finished-4-bedroom-semi-detached-duplex
Well Located And Luxuriously Finished 4 Bedroom Terraced Duplex,4 bedroom terraced duplex for sale,Bluehedge Realtors,"Rumuibekwe Housing Estate, Port Harcourt, Rivers",+2348177766119,"₦55,000,000",4,5,,,https:/for-sale/houses/terraced-duplexes/rivers/port-harcourt/1112399-well-located-and-luxuriously-finished-4-bedroom-terraced-duplex
Luxurious And Exquisitely Finished 5 Bedroom Detached Duplex With Bq,5 bedroom detached duplex for sale,Bluehedge Realtors,"Farm Road 2 , Eliozu, Port Harcourt, Rivers",+2348177766119,"₦150,000,000",5,5,6,4,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1118725-luxurious-and-exquisitely-finished-5-bedroom-detached-duplex-with-bq
Brand New And Tastefully Finished 5 Bedroom Detached Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"Sars Road, Rukpokwu, Port Harcourt, Rivers",+2348177766119,"₦100,000,000",5,6,6,6,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/rukpokwu/1157903-brand-new-and-tastefully-finished-5-bedroom-detached-duplex
Luxurious And Magnificent 5 Bedroom Detached Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"Mopol 19, Port Harcourt, Rivers",+2348177766119,"₦150,000,000",5,6,6,8,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1173253-luxurious-and-magnificent-5-bedroom-detached-duplex
Magnificient Four Units Of 2 Bedroom Block Of Flats,2 bedroom block of flats for sale,Bluehedge Realtors,"Rukpokwu, Port Harcourt, Rivers",+2348177766119,"₦25,000,000",2,2,3,4,https:/for-sale/houses/block-of-flats/rivers/port-harcourt/1197739-magnificient-four-units-of-2-bedroom-block-of-flats
Magnificent Block Of Flats,3 bedroom block of flats for sale,Bluehedge Realtors,"Rumagholu Road, Obio-Akpor, Rivers",+2348177766119,"₦28,000,000",3,3,,,https:/for-sale/houses/block-of-flats/rivers/obio-akpor/1198413-magnificent-block-of-flats
Luxurious And Tastefully Finished 4 Bedroom Detached Duplex,4 bedroom detached duplex for sale,Bluehedge Realtors,"Rumuodara Off East West Road, Port Harcourt, Rivers",+2348177766119,"₦75,000,000",4,4,5,6,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1210648-luxurious-and-tastefully-finished-4-bedroom-detached-duplex
Hot 2 Buildings,6 bedroom house for sale,Amon Heights Limited,"Rumigbo, Port Harcourt, Rivers",08129318857,"₦40,000,000",6,4,3,5,https:/for-sale/houses/rivers/port-harcourt/1211186-hot-2-buildings
Magnificently Built 4 Bedroom Bungalow,4 bedroom house for sale,Bluehedge Realtors,"Choba/ Nta Road, Choba, Port Harcourt, Rivers",+2348177766119,"₦25,000,000",4,5,5,4,https:/for-sale/houses/rivers/port-harcourt/choba/1210399-magnificently-built-4-bedroom-bungalow
Brand New And Luxuriously Finished 5 Bedroom Detached Duplex,5 bedroom detached duplex for sale,Life Hedge Resources,"Rumuibekwe Estate, Rumuibekwe, Port Harcourt, Rivers",08057258957,"₦80,000,000",5,5,6,5,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/rumuibekwe/1208133-brand-new-and-luxuriously-finished-5-bedroom-detached-duplex
Super Luxury 4 Bedroom Duplex On 2 Floors With Terrace,4 bedroom detached duplex for sale,Odinga E Property Ltd,"Crystal Views Estate Off Golf Estate, Port Harcourt, Rivers",08032662547,"₦75,000,000",4,5,5,3,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1077391-super-luxury-4-bedroom-duplex-on-2-floors-with-terrace
A Semi-detached Of 2units Of 2-bedroom Flats,4 bedroom house for sale,Obum Okoli & Partners,"At Rumuehinwo Housing Estate Behind Big Treats, Rukpokwu, Port Harcourt, Rivers",08061675102,"₦25,000,000",4,4,6,5,https:/for-sale/houses/rivers/port-harcourt/1203114-a-semi-detached-of-2units-of-2-bedroom-flats
Durably Built 4 Bedroom Bungalow With 3 Units Of 1 Bedroom Flats,4 bedroom detached bungalow for sale,Bluehedge Realtors,"Abuloma, Port Harcourt, Rivers",+2348177766119,"₦40,000,000",4,4,5,3,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/abuloma/1197776-durably-built-4-bedroom-bungalow-with-3-units-of-1-bedroom-flats
Exquisitely Furnished Five Bedroom Detached Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"G.u. Ake Road, Eliozu, Port Harcourt, Rivers",+2348177766119,"₦75,000,000",5,5,6,6,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/eliozu/1192110-exquisitely-furnished-five-bedroom-detached-duplex
Exquisitely Finished 4 Bedroom Detached Duplex,4 bedroom house for sale,Bluehedge Realtors,"Aker Road, Off Iwofe Road, Rumolumeni, Port Harcourt, Rivers",+2348177766119,"₦40,000,000",4,4,5,5,https:/for-sale/houses/rivers/port-harcourt/rumolumeni/1190385-exquisitely-finished-4-bedroom-detached-duplex
3 Storey Building,3 bedroom block of flats for sale,Gift Unique Services,"Gbuoba/nta, Rumuigbo, Port Harcourt, Rivers",08060536109,"₦270,000,000",3,3,10,"1,000",https:/for-sale/houses/block-of-flats/rivers/port-harcourt/rumuigbo/1188466-3-storey-building
Nicely Finished Three (3) Bedroom Detached Bungalow With Shops,3 bedroom detached bungalow for sale,Bluehedge Realtors,"Umuotebe, Igbo Etche, Port Harcourt, Rivers",+2348177766119,"₦10,000,000",3,3,4,5,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1019694-nicely-finished-three-3-bedroom-detached-bungalow-with-shops
